Id,Número De Víctimas,Fecha,Año,Mes,Día,Hora,Cantidad Hora,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Dirección Normalizada,Comuna,Coordenadas XY (CABA),Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Barrios,Código Día,Día Semana,Franja Horaria
2017-0075,1,2017-06-12,2017,6,12,2024-01-16 22:38:00,22,Av. De Mayo Y Av. 9 De Julio,Avenida,De Mayo Av.,Si,De Mayo Av. Y 9 De Julio Av.,1,Point (107498.83241886 102238.54924157),-58.381542,-34.60906385,Peaton-Moto,Peaton,Moto,Peaton,Masculino,55,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",0,Lunes,Noche
2017-0076,1,2017-06-13,2017,6,13,2024-01-16 14:50:00,14,Av. Ramon Castillo Y Calle 12,Avenida,"Castillo, Ramon S., Pres. Av.",Si,"Castillo, Ramon S., Pres. Av. Y Calle 12 (No Oficial)",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,30,Recoleta.,1,Martes,Tarde
2017-0077,1,2017-06-17,2017,6,17,2024-01-16 23:45:00,23,Fray Justo Santamaria De Oro 1930,Calle,Fray Justo Santamaria De Oro,No,Fray Justo Santamaria De Oro 1930,14,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,Moto-Cargas,Moto,Cargas,Conductor,Femenino,60,Palermo.,5,Sábado,Noche
2017-0079,1,2017-06-19,2017,6,19,2024-01-16 16:26:00,16,Mexico Y Dean Funes,Calle,Mexico,Si,Mexico Y Dean Funes,3,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,Moto-Cargas,Moto,Cargas,Conductor,Masculino,33,Balvanera y San Cristóbal.,0,Lunes,Tarde
2017-0080,1,2017-06-22,2017,6,22,2024-01-16 10:15:00,10,Av. Juan B Alberdi Y Av. Escalada,Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Escalada Av.",9,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,95,"Liniers, Mataderos y Parque Avellaneda.",3,Jueves,Mañana
2017-0082,1,2017-06-25,2017,6,25,2024-01-16 22:40:00,22,Av. Entre Rios Y Av. Brasil,Avenida,Entre Rios Av.,Si,Entre Rios Av. Y Brasil,4,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,Peaton-Auto,Peaton,Auto,Peaton,Masculino,36,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",6,Domingo,Noche
2017-0083,1,2017-07-04,2017,7,4,2024-01-16 00:25:00,0,Av. Juan B Alberdi Y Guardia Nacional,Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Guardia Nacional",9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,Moto-Cargas,Moto,Cargas,Conductor,Masculino,37,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Madrugada
2017-0084,1,2017-07-05,2017,7,5,2024-01-16 12:49:00,12,Av. Del Libertador Y Rodriguez Peña,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Rodriguez Peã‘A,2,Point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,73,Recoleta.,2,Miércoles,Tarde
2017-0085,1,2017-07-07,2017,7,7,2024-01-16 14:15:00,14,Tacuari Y Av. Martin Garcia,Avenida,Tacuari,Si,"Tacuari Y Garcia, Martin Av.",4,Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,84,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Tarde
2017-0086,1,2017-07-09,2017,7,9,2024-01-16 07:30:00,7,Av. Rivadavia Y Murguiondo,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Murguiondo,9,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,Peaton-Moto,Peaton,Moto,Peaton,Femenino,30,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Mañana
2017-0087,1,2017-07-10,2017,7,10,2024-01-16 10:45:00,10,24 De Noviembre 390,Calle,24 De Noviembre,No,24 De Noviembre 390,3,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,Peaton-Auto,Peaton,Auto,Peaton,Femenino,73,Balvanera y San Cristóbal.,0,Lunes,Mañana
2017-0088,1,2017-07-10,2017,7,10,2024-01-16 22:30:00,22,Av. Paseo Colon Y Brasil,Avenida,Paseo Colon Av.,Si,Paseo Colon Av. Y Brasil Av.,1,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,43,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",0,Lunes,Noche
2017-0089,1,2017-07-13,2017,7,13,2024-01-16 12:05:00,12,Martiniano Leguizamon 901,Calle,"Leguizamon, Martiniano",No,"Leguizamon, Martiniano 901",9,Point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,Sd-Auto,Sd,Auto,Peaton,Masculino,23,"Liniers, Mataderos y Parque Avellaneda.",3,Jueves,Tarde
2017-0090,1,2017-07-15,2017,7,15,2024-01-16 05:15:00,5,Av. Chivilcoy Y Colectora Av. Gral. Paz,Gral Paz,Chivilcoy Av.,Si,"Chivilcoy Av. Y Paz, Gral. Av.",11,Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,Peaton-Auto,Peaton,Auto,Peaton,Masculino,22,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Madrugada
2017-0091,1,2017-07-15,2017,7,15,2024-01-16 13:00:00,13,Superi Y Av. Gral. Paz,Gral Paz,Superi,Si,"Superi Y Paz, Gral. Av.",12,Point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,Moto-Sd,Moto,Sd,Conductor,Masculino,58,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",5,Sábado,Tarde
2017-0092,1,2017-07-24,2017,7,24,2024-01-16 22:16:01,22,Au 25 De Mayo Y Au Frondizi (9 De Julio Sur),Autopista,Autopista 25 De Mayo,Si,Autopista 25 De Mayo Y Autopista 1 Sur Presidente Arturo Frondizi,1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,Peaton-Auto,Peaton,Auto,Peaton,Masculino,66,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",0,Lunes,Noche
2017-0093,1,2017-07-25,2017,7,25,2024-01-16 16:48:40,16,"Av. Leopoldo Lugones Km 7,5, Altura Puente Scalabrini Ortiz, Sentido A Centro Porteño",Autopista,"Lugones, Leopoldo Av.",Si,"Lugones, Leopoldo Av. Y Puente Distribuidor Scalabrini Ortiz",13,Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,Peaton-Auto,Peaton,Auto,Peaton,Masculino,40,"Núñez, Belgrano y Colegiales.",1,Martes,Tarde
2017-0094,1,2017-07-27,2017,7,27,2024-01-16 08:50:00,8,Victor Hugo 2639,Calle,"Hugo, Victor",No,"Hugo, Victor 2639",10,Point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Femenino,56,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",3,Jueves,Mañana
2017-0095,1,2017-08-06,2017,8,6,2024-01-16 08:00:00,8,Av. Cordoba Y Jeronimo Salguero,Avenida,Cordoba Av.,Si,"Cordoba Av. Y Salguero, Jeronimo",14,Point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,Moto-Auto,Moto,Auto,Conductor,Masculino,36,Palermo.,6,Domingo,Mañana
2017-0096,1,2017-08-07,2017,8,7,2024-01-16 19:50:00,19,Av. Cabildo Y Nuñez,Avenida,Cabildo Av.,Si,Cabildo Av. Y Nuã‘Ez,13,Point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,87,"Núñez, Belgrano y Colegiales.",0,Lunes,Noche
2017-0098,1,2017-08-08,2017,8,8,2024-01-16 12:10:00,12,Jose Bonifacio 2114,Calle,"Bonifacio, Jose",No,"Bonifacio, Jose 2114",7,Point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,Peaton-Auto,Peaton,Auto,Peaton,Femenino,61,Flores y Parque Chacabuco.,1,Martes,Tarde
2017-0099,1,2017-08-17,2017,8,17,2024-01-16 19:45:00,19,Av. Pte Figueroa Alcorta 5400,Avenida,"Figueroa Alcorta, Pres. Av.",No,"Figueroa Alcorta, Pres. Av. 5400",14,Point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,Bicicleta-Auto,Bicicleta,Auto,Ciclista,Masculino,28,Palermo.,3,Jueves,Noche
2017-0100,1,2017-08-21,2017,8,21,2024-01-16 07:45:00,7,Venezuela 2135,Calle,Republica Bolivariana De Venezuela,No,Republica Bolivariana De Venezuela 2135,3,Point (106103.99852157 101567.67895783),-58.3967447,-34.61512051,Moto-Objeto Fijo,Moto,Objeto Fijo,Pasajero_Acompañante,Femenino,16,Balvanera y San Cristóbal.,0,Lunes,Mañana
2017-0101,1,2017-08-23,2017,8,23,2024-01-16 10:00:00,10,Av. Fco. Lacroze Y Zapata,Avenida,"Lacroze, Federico Av.",Si,"Lacroze, Federico Av. Y Zapata",13,Point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,Multiple,Peaton,Multiple,Peaton,Femenino,61,"Núñez, Belgrano y Colegiales.",2,Miércoles,Mañana
2017-0102,1,2017-08-24,2017,8,24,2024-01-16 01:10:00,1,Iriarte Y Zavaleta,Avenida,"Iriarte, Gral. Av.",Si,"Iriarte, Gral. Av. Y Zavaleta",4,Point (105750.92237188 97579.79677541),-58.40056767,-34.6510708,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,46,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",3,Jueves,Madrugada
2017-0104,1,2017-08-25,2017,8,25,2024-01-16 09:00:00,9,Av. 9 De Julio Y Estados Unidos,Avenida,9 De Julio Av.,Si,9 De Julio Av. Y Estados Unidos,1,Point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,18,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Mañana
2017-0106,1,2017-08-31,2017,8,31,2024-01-16 19:50:00,19,Fray Justo Santamaria De Oro Y Guemes,Calle,Fray Justo Santamaria De Oro,Si,Fray Justo Santamaria De Oro Y Guemes,14,Point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,85,Palermo.,3,Jueves,Noche
2017-0107,1,2017-09-01,2017,9,1,2024-01-16 11:30:00,11,Av. Del Libertador Y Jaramillo,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Jaramillo,13,Point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,Moto-Cargas,Moto,Cargas,Conductor,Masculino,41,"Núñez, Belgrano y Colegiales.",4,Viernes,Mañana
2017-0108,2,2017-09-02,2017,9,2,2024-01-16 04:53:08,4,Av. Gral. Paz Y Machain,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Machain",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,Otro-Auto,Otro,Auto,Pasajero_Acompañante,Masculino,17,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",5,Sábado,Madrugada
2017-0108,2,2017-09-02,2017,9,2,2024-01-16 04:53:08,4,Av. Gral. Paz Y Machain,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Machain",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,Otro-Auto,Otro,Auto,Pasajero_Acompañante,Masculino,10,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",5,Sábado,Madrugada
2017-0109,1,2017-09-04,2017,9,4,2024-01-16 21:00:00,21,Av. Directorio Y Portela,Avenida,Directorio Av.,Si,Directorio Av. Y Portela,7,Point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,Moto-Auto,Moto,Auto,Conductor,Masculino,21,Flores y Parque Chacabuco.,0,Lunes,Noche
2017-0110,1,2017-09-06,2017,9,6,2024-01-16 14:15:00,14,Lavalle Y Av. Leandro N Alem,Avenida,Lavalle,Si,"Lavalle Y Alem, Leandro N. Av.",1,Point (108513.43549456 103032.95078343),-58.370488,-34.60189492,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,56,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Tarde
2017-0111,1,2017-09-07,2017,9,7,2024-01-16 18:23:37,18,Uspallata Y Pirovano,Calle,Uspallata,Si,Uspallata Y Pirovano,4,Point (103948.02389064 98549.15451723),-58.42023854,-34.6423411,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,79,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",3,Jueves,Noche
2017-0112,2,2017-09-10,2017,9,10,2024-01-16 09:32:17,9,Au 25 De Mayo Y Av. Varela,Autopista,Autopista 25 De Mayo,No,Autopista 25 De Mayo Y Varela Av.,7,Point (100479.14412395 98812.52258620),-58.45807401,-34.6399743,Otro-Auto,Auto,Objeto Fijo,Pasajero_Acompañante,Masculino,1,Flores y Parque Chacabuco.,6,Domingo,Mañana
2017-0112,2,2017-09-10,2017,9,10,2024-01-16 09:32:17,9,Au 25 De Mayo Y Av. Varela,Autopista,Autopista 25 De Mayo,No,Autopista 25 De Mayo Y Varela Av.,7,Point (100479.14412395 98812.52258620),-58.45807401,-34.6399743,Otro-Auto,Auto,Objeto Fijo,Pasajero_Acompañante,Masculino,40,Flores y Parque Chacabuco.,6,Domingo,Mañana
2017-0113,1,2017-09-11,2017,9,11,2024-01-16 06:30:00,6,Av. Santa Fe Y Maipu,Avenida,Santa Fe Av.,Si,Santa Fe Av. Y Maipu,1,Point (107918.77617420 103716.42961253),-58.37697717,-34.59573848,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,76,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",0,Lunes,Mañana
2017-0114,1,2017-09-15,2017,9,15,2024-01-16 02:30:00,2,Av. Alvear Y Av. Del Libertador,Avenida,Alvear Av.,Si,Alvear Av. Y Del Libertador Av.,2,Point (106632.70892338 104910.17381357),-58.3910058,-34.5849866,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,26,Recoleta.,4,Viernes,Madrugada
2017-0115,1,2017-09-19,2017,9,19,2024-01-16 18:52:33,18,Av. Pavon Y Treinta Y Tres Orientales,Avenida,Pavon Av.,Si,Pavon Av. Y Treinta Y Tres Orientales,5,Point (103803.42869640 99818.79654291),-58.42182126,-34.63089661,Moto-Bicicleta,Moto,Bicicleta,Conductor,Masculino,34,Almagro y Boedo.,1,Martes,Noche
2017-0116,1,2017-09-20,2017,9,20,2024-01-16 22:24:00,22,Colectora Av. Gral. Paz 5750,Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 5750",12,Point (95357.86744200 105380.41895972),-58.51389422,-34.58075791,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,22,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",2,Miércoles,Noche
2017-0118,1,2017-09-22,2017,9,22,2024-01-16 07:02:09,7,Vieytes Y Cruz,Avenida,Vieytes,Si,"Vieytes Y Cruz, Osvaldo Av.",4,Point (108016.39016447 97439.36817481),-58.37585415,-34.65232158,Moto-Auto,Moto,Auto,Pasajero_Acompañante,Femenino,26,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Mañana
2017-0120,1,2017-10-02,2017,10,2,2024-01-16 15:55:33,15,Au Dellepiane Y Av. Escalada,Autopista,Autopista Dellepiane Luis Tte. Gral.,Si,Autopista Dellepiane Luis Tte. Gral. Y Escalada Av.,9,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,Moto-Cargas,Moto,Cargas,Conductor,Masculino,20,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Tarde
2017-0123,1,2017-10-10,2017,10,10,2024-01-16 01:05:38,1,Albariño Y Av. Argentina,Avenida,Albari?O,Si,Albariã‘O Y Argentina Av.,8,Point (99518.38660571 95241.63338177),-58.46855503,-34.67216349,Peaton-Auto,Peaton,Auto,Peaton,Femenino,36,"Villa Soldati, Villa Riachuelo y Villa Lugano.",1,Martes,Madrugada
2017-0124,1,2017-10-12,2017,10,12,2024-01-16 14:40:28,14,Juan Ramirez De Velazco 1211,Calle,"Ramirez De Velasco, Juan",No,"Ramirez De Velasco, Juan 1211",15,Point (101904.43474476 104150.89892205),-58.44254033,-34.59185043,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,51,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",3,Jueves,Tarde
2017-0125,1,2017-10-13,2017,10,13,2024-01-16 06:12:20,6,Av. Fernandez De La Cruz Y Larraya,Avenida,"Fernandez De La Cruz, F., Gral. Av.",Si,"Fernandez De La Cruz, F., Gral. Av. Y Larraya",8,Point (99732.19478660 94453.36361177),-58.46622247,-34.67926929,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,29,"Villa Soldati, Villa Riachuelo y Villa Lugano.",4,Viernes,Mañana
2017-0126,2,2017-10-14,2017,10,14,2024-01-16 06:15:00,6,Av. Riestra Y Cañada De Gomez,Avenida,Riestra Av.,Si,Riestra Av. Y Caã‘Ada De Gomez,8,Point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,Otro-Auto,Auto,Objeto Fijo,Pasajero_Acompañante,Masculino,39,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Mañana
2017-0126,2,2017-10-14,2017,10,14,2024-01-16 06:15:00,6,Av. Riestra Y Cañada De Gomez,Avenida,Riestra Av.,Si,Riestra Av. Y Caã‘Ada De Gomez,8,Point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,36,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Mañana
2017-0127,1,2017-10-16,2017,10,16,2024-01-16 07:45:00,7,Gallo Y Av. Cordoba,Avenida,Gallo,Si,Gallo Y Cordoba Av.,2,Point (104713.04838502 103467.44528033),-58.41192137,-34.59800248,Moto-Moto,Moto,Moto,Pasajero_Acompañante,Masculino,24,Recoleta.,0,Lunes,Mañana
2017-0128,1,2017-10-17,2017,10,17,2024-01-16 12:30:00,12,Dr. Juan F. Aranguren 611,Calle,"Aranguren, Juan F., Dr.",No,"Aranguren, Juan F., Dr. 611",6,Point (102105.12699179 101749.49668435),-58.44034689,-34.61349731,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,60,Caballito.,1,Martes,Tarde
2017-0129,1,2017-10-26,2017,10,26,2024-01-16 19:15:15,19,Au Perito Moreno Y Au 25 De Mayo,Autopista,Autopista Perito Moreno,Si,Autopista Perito Moreno Y Autopista 25 De Mayo,9,Point (99243.41866587 97782.67879316),-58.47155277,-34.64925746,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,57,"Liniers, Mataderos y Parque Avellaneda.",3,Jueves,Noche
2017-0130,1,2017-10-27,2017,10,27,2024-01-16 05:30:00,5,Chorroarin Y Av. San Martin,Avenida,Chorroarin,Si,Chorroarin Y San Martin Av.,15,Point (98575.30034704 103283.44421792),-58.47883099,-34.59967065,Auto-Cargas,Auto,Cargas,Conductor,Masculino,23,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",4,Viernes,Madrugada
2017-0132,1,2017-10-30,2017,10,30,2024-01-16 14:00:00,14,Cosquin Y Av. Cnel. Roca,Avenida,Cosquin,Si,"Cosquin Y Roca, Cnel. Av.",8,Point (99796.45945783 92847.91633262),-58.46552171,-34.6937413,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,23,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Tarde
2017-0134,1,2017-11-06,2017,11,6,2024-01-16 18:00:00,18,Av. Cnel. Roca 3555,Avenida,"Roca, Cnel. Av.",No,"Roca, Cnel. Av. 3555",8,Point (101915.86954232 95727.75538814),-58.4423972,-34.66777987,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,47,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Noche
2017-0135,1,2017-11-07,2017,11,7,2024-01-16 12:14:10,12,Av. Warnes Y Punta Arenas,Avenida,Warnes Av.,Si,Warnes Av. Y Punta Arenas,15,Point (99355.48397222 103660.98712619),-58.47032551,-34.59626814,Moto-Cargas,Moto,Cargas,Conductor,Masculino,24,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",1,Martes,Tarde
2017-0136,1,2017-11-16,2017,11,16,2024-01-16 08:43:00,8,Del Barco Centenera Y Rabanal,Avenida,Barco Centenera Del,Si,"Barco Centenera Del Y Rabanal, Francisco, Intendente Av.",4,Point (104127.10295709 97119.53980201),-58.41827843,-34.65522746,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,55,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",3,Jueves,Mañana
2017-0137,1,2017-11-17,2017,11,17,2024-01-16 11:45:00,11,Av. Gral. Enrique Mosconi Y San Nicolas,Avenida,Mosconi General Av.,Si,Mosconi General Av. Y San Nicolas,11,Point (95458.27090734 104045.28333021),-58.51280715,-34.59279388,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,60,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",4,Viernes,Mañana
2017-0138,1,2017-11-19,2017,11,19,2024-01-16 10:30:00,10,Av. Lafuente Y Av. Eva Peron,Avenida,Lafuente Av.,Si,"Lafuente Av. Y Peron, Eva Av.",7,Point (100065.47249269 98381.80497378),-58.46258582,-34.64385704,Moto-Objeto Fijo,Moto,Objeto Fijo,Pasajero_Acompañante,Masculino,25,Flores y Parque Chacabuco.,6,Domingo,Mañana
2017-0139,1,2017-11-19,2017,11,19,2024-01-16 22:30:00,22,Av. Cnel. Roca Y Av. Escalada,Avenida,"Roca, Cnel. Av.",Si,"Roca, Cnel. Av. Y Escalada Av.",8,Point (101160.07257435 94368.23344193),-58.45064148,-34.68003614,Otro-Auto,Auto,Objeto Fijo,Pasajero_Acompañante,Femenino,15,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Noche
2017-0140,1,2017-11-19,2017,11,19,2024-01-16 23:22:17,23,Au Arturo Frondizi Pkm 3100,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Autopista 1 Sur Presidente Arturo Frondizi,4,Point (0 0),0.0,0.0,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,24,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",6,Domingo,Noche
2017-0141,1,2017-11-23,2017,11,23,2024-01-16 19:45:00,19,Av. La Plata Y Av. Pedro Goyena,Avenida,La Plata Av.,Si,"La Plata Av. Y Goyena, Pedro Av.",6,Point (103312.47684665 100458.27902411),-58.42717783,-34.62513374,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,22,Caballito.,3,Jueves,Noche
2017-0143,1,2017-11-25,2017,11,25,2024-01-16 21:45:00,21,Trelles Y Gral. Cesar Diaz,Calle,"Trelles, Manuel R.",Si,"Trelles, Manuel R. Y Diaz, Cesar, Gral.",11,Point (99897.24182072 102443.29154512),-58.46442001,-34.60724519,Auto-Pasajeros,Auto,Pasajeros,Conductor,Masculino,50,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Noche
2017-0144,1,2017-11-26,2017,11,26,2024-01-16 06:45:00,6,Av. Cnel. Roca Y Colectora Av. Gral. Paz,Gral Paz,"Roca, Cnel. Av.",Si,"Roca, Cnel. Av. Y Paz, Gral. Av.",8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,Otro-Auto,Auto,Objeto Fijo,Pasajero_Acompañante,Femenino,50,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Mañana
2017-0145,1,2017-11-26,2017,11,26,2024-01-16 17:05:00,17,Maza Y Don Bosco,Calle,Maza,Si,Maza Y Don Bosco,5,Point (104266.88124229 101889.22080612),-58.41677733,-34.61223119,Moto-Auto,Moto,Auto,Conductor,Masculino,58,Almagro y Boedo.,6,Domingo,Tarde
2017-0147,1,2017-11-28,2017,11,28,2024-01-16 11:15:00,11,Av. Gral. Paz Y Av. Eva Peron,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Peron, Eva Av.",9,Point (96405.76679348 94981.38013791),-58.5025179,-34.67450313,Moto-Auto,Moto,Auto,Conductor,Masculino,49,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Mañana
2017-0148,1,2017-11-29,2017,11,29,2024-01-16 10:45:00,10,Av. San Juan Y La Rioja,Avenida,San Juan Av.,Si,San Juan Av. Y La Rioja,3,Point (105155.42991407 100540.06938064),-58.40708125,-34.62438894,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,82,Balvanera y San Cristóbal.,2,Miércoles,Mañana
2017-0149,1,2017-11-30,2017,11,30,2024-01-16 12:20:00,12,Av. Paseo Colon Y Mexico,Avenida,Paseo Colon Av.,Si,Paseo Colon Av. Y Mexico,1,Point (108605.31247489 101604.53195530),-58.36947198,-34.61477051,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,13,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",3,Jueves,Tarde
2017-0150,1,2017-12-04,2017,12,4,2024-01-16 01:15:00,1,Av. Rivadavia Y Miralla,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Miralla,9,Point (95589.03838155 98881.22999034),-58.51140889,-34.63934531,Peaton-Auto,Peaton,Auto,Peaton,Masculino,56,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Madrugada
2017-0151,1,2017-12-04,2017,12,4,2024-01-16 02:15:00,2,Vieytes Y Lujan,Calle,Vieytes,Si,Vieytes Y Lujan,4,Point (108130.20782757 97076.54120716),-58.37460912,-34.65559133,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,40,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Madrugada
2017-0152,1,2017-12-06,2017,12,6,2024-01-16 17:30:00,17,Cachi Y Traful,Calle,Cachi,Si,Cachi Y Traful,4,Point (104752.14395609 97617.14934540),-58.41146277,-34.65073916,Bicicleta-Pasajeros,Bicicleta,Pasajeros,Ciclista,Masculino,19,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",2,Miércoles,Tarde
2017-0153,2,2017-12-11,2017,12,11,2024-01-16 02:00:00,2,Rosario Y Av. La Plata,Avenida,Rosario,Si,Rosario Y La Plata Av.,6,Point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,Moto-Pasajeros,Moto,Pasajeros,Pasajero_Acompañante,Masculino,40,Caballito.,0,Lunes,Madrugada
2017-0153,2,2017-12-11,2017,12,11,2024-01-16 02:00:00,2,Rosario Y Av. La Plata,Avenida,Rosario,Si,Rosario Y La Plata Av.,6,Point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,30,Caballito.,0,Lunes,Madrugada
